"startupname","startupurl","desc"
"OnLify","http://www.onlify.com/?rel=startups-list.com","Streaming movie recommendation OnLify lets you tag and discover awesome non-mainstream movies on various online streaming sources (Netflix, Amazon, Hulu etc) which you would miss otherwise using exciting gaming techniques."
"Continuum Managed Services","http://www.continuum.net/?rel=startups-list.com"," Provider of managed IT services and solutions, Continuum's RMM Platform helps you grow your business at a fixed, low monthly cost. Request your free trial."
"Paporize","http://www.paporize.com/?rel=startups-list.com","Track, Protect, and Modify Access to Files Shared Paporize is a secure solution that allows organizations to easily and effectively Access, Share, and Control all documents shared across any platform of communication. Occasionally, sensitive information is unintentionally shared with the wrong parties on occasion ..."
"MedAptus","http://medaptus.com/?rel=startups-list.com"," Powerful, yet easy-to-use Charge Capture software that increases revenue, re-engineers processes, enhances EMRs and saves providers time."
"Saleslytics","http://www.saleslytic.com/?rel=startups-list.com","Sales Intelligence tool Sales Intelligence tool combining data mining, social intelligence and predictive analytics to give sales reps a 360 view of their prospects and clients. Saleslytics was just selected to be part of the Lean Start Up Challenge http://a.leanstartupchallenge.com/teams/ Saleslytics ..."
"The Networking Collective","http://www.thenetworkingcollective.com/?rel=startups-list.com","Mainstreaming Mentorship - ""The Apprentice"" meets Social Networking via eMentorship TNC's mentor matching-engine automatically pairs the traditional Mentor and Protégé together vis-à-vis a professional networking platform and it will successfully match and ultimately demonstrate success in establishing and maintaining professional mentoring relationships ..."
"Wirite","http://wirite.org/?rel=startups-list.com","millions of voices. one document. All people belong to communities that express collective principles using documents. Existing solutions to change or create documents, such as representatives, petitions, and town halls, have problems. Certain people with more power or resources are unduly influential. ..."
"Instromedix","http://www.stromedix.com/?rel=startups-list.com"," "
"Le Jus Beverages","http://www.lejusbeverages.com/?rel=startups-list.com","light sparkling juice and flower-based beverages (like Izze Beverages) Le Jus Beverages strives to produce organic, light sparkling, high-end fruit juices and flower-based beverages with the focus on European flavors such as Elderflower and Sea buckthorn, which are free of sugar, artificial flavors, preservatives and caffeine."
"GoForeHer!","http://confidential/?rel=startups-list.com","Stealth Startup - Golf Marketing Related Dear Team, I have numerous ventures and an accelerator with 8000 sq ft, please call 617-500-3458 as I'd like to discuss collaboration. Based in Cambridge, Mass - but can travel. - Eric"
"Guidely.co","http://www.guidely.co/?rel=startups-list.com","Advanced online guidebooks Guidely is a collection of online guidebooks. On Guidely you can read expert guides, some for free and some for a small fee."
"Greywale Management","http://www.greywale.com/?rel=startups-list.com","Next Generation LTE, 4/5G, small cell and hetnet systems and solutions LTE/4G/5G systems and solution"
"Pixineo","http://www.pixineo.com/?rel=startups-list.com","An Online Design Studio for Entrepreneurs Pixineo is an online design studio that connects entrepreneurs with freelance designers. All of our designers are curated from the leading graduate design programs in the U.S. Designers can purchase studio space to interchange design talent as their deliverables ..."
"Boloco","http://www.boloco.com/?rel=startups-list.com"," "
"Koa Labs","http://koalab.com/?rel=startups-list.com","A space for founders to build independent companies Koa is a shared workspace in the heart of Harvard Square for promising start-ups. Founded in 2012 by serial entrepreneur Andy Palmer, the space provides a collaborative environment to power the next generation of innovation. We’re proud to help strengthen Cambridge’s ..."
"JockZone by ZONE APPS","http://www.jockzone.net/?rel=startups-list.com","Location based sports activity iPhone app JockZone is a location based social sports app for athletes all over the world. JockZone gives you everything you need to share your interests and make new friends wherever you happen to be. Whether you're into baseball or bowling, a wrestler or a waterskier, ..."
"Carelify","http://www.carelify.com/?rel=startups-list.com","Care Management and Coordination Platform Carelify simplify the ways you manage and coordinate care for your loved ones by providing a simple, secure platform for you to record, share, learn and connect with your helpers and care providers. Imagine having all your health documents, appointments, medications, ..."
"Energy Points","http://www.energypoints.com/?CrunchBase?rel=startups-list.com"," "
"cognii","http://cognii.com/?rel=startups-list.com"," "
"TagItBest","http://www.tagitbest.com/?rel=startups-list.com","Better Instagram Marketing TagItBest is a social media marketing tool for both the consumer and business markets. The goal is to enable better, more interactive sharing on the social photo and video sharing site. TagItBest in the form of the mobile and web applications allows consumers ..."
"Cardify.Me","http://cardify.me/?rel=startups-list.com","The Modern Business Card "
"BA Insight","http://www.bainsight.com/?rel=startups-list.com"," BA Insight provides software that enables organizations to rapidly implement powerful search-driven applications at a fraction of the cost, time, and risk of other alternatives."
"Kuldat","http://www.kuldat.com/?rel=startups-list.com","Kuldat is a ready-to-use Big Data platform for marketing and sales. Kuldat was founded in Boston in 2012 with a unique goal: to leverage Internet and Big Data technology to provide a competitive advantage to marketing and sales. It is a ready-to-use Big Data platform that helps businesses to understand customer needs, find new ..."
"First Help Financial","http://www.firsthelpfinancial.com/?rel=startups-list.com","We're building the nation's most innovative auto finance platform. "
"Labtiva","http://www.labtiva.com/?rel=startups-list.com"," "
"Blackburn Energy","http://www.blackburnenergy.com/?rel=startups-list.com","Powering the future of trucking! Blackburn Energy is a Cambridge-based early-stage design and engineering company. Each year, the US long haul fleet burns 1.2 billion gallons of diesel fuel for trucks to idle overnight. Rising fuel prices and a raft of environmental regulations that limit or ..."
"CallRed","http://www.callred.com/?rel=startups-list.com","Easily manage your computers and smart devices. Get a free, simple report card for your computers and smart devices. CallRed’s team started experimenting in March 2014 with ways to reduce inefficiencies in customer service and tech support. We found product-market fit with our newest beta which helps both ..."
"Livethru.me","http://livethru.me/?rel=startups-list.com","A Virtual Bucket List Service Provider Livethru.me is a virtual bucket list that connects people to others with similar goals, while additionally connecting them to service providers that can turn their dreams into reality. A portion of all proceeds will be donated to the Make-A-Wish Foundation."
"Exinda Networks","http://www.exinda.com/?rel=startups-list.com","Intelligent approach to application SLA assurance and network control Exinda is a proven global supplier of next generation WAN Optimisation and Application Acceleration products. The company has helped over 2,500 organisations in over 80 countries worldwide improve the end user experience, manage application performance, manage ..."
"Invivo Therapeutics","http://www.invivotherapeutics.com/?rel=startups-list.com"," "
"eGarment District","http://www.egarmentdistrict.com/?rel=startups-list.com","multicultural online fashion marketplace We strive to be the ultimate online destination for emerging designers with a love for all things fashion. Highlighting the styles and trends of culturally diverse designers is our number one goal. Our mission is to enable users to create shops, explore, as well ..."
"EDGE Media Network","http://www.edgemedianetwork.com/?rel=startups-list.com","Gay news network EDGE is the world's largest lesbian, gay, bisexual and transgender news and entertainment network."
"Interwise","https://bostonstartups.net/null?rel=startups-list.com"," "
"Balliro Commerce Group","http://ballirocommercegroup.com/?rel=startups-list.com","Website and Applications Design/Development www.BalliroCommerceGroup.com BCG develops websites, applications, and provides legal advice for startups and going concerns. We can provide the customer with A to Z services for ECommerce, Informational, and Social Media websites and applications, SEO, site registration, ..."
"New England Cable News","http://www.necn.com/?rel=startups-list.com"," "
"First Wind","http://www.firstwind.com/?rel=startups-list.com"," "
"CRA Market","https://www.cramarket.com/?rel=startups-list.com","Integrated platform for banks to manage their Community Reinvestment Act (CRA) portfolio. a financial technology company focused on providing U.S. banks with a comprehensive cloud-based platform to support their Community Reinvestment Act (CRA) program."
"The Fauxharmonic Orchestra","http://www.fauxharmonic.com/?rel=startups-list.com"," "
"Firefly BioWorks","http://fireflybio.com/?rel=startups-list.com"," "
"Dasando","http://www.dasando.com/?rel=startups-list.com","Marketplace for ethically sourced jewelry and fashion "
"Javelin21","http://www.javelin21.com/?rel=startups-list.com","Generates Secure Mobile Apps & Ads Imagine what mobile Apps and Ads would be today if not restricted to programmers and those with money to hire them. Appstreamed reinvents mobile Apps and Ads as a service available to everyone: An interface in the cloud that empowers millions to easily create ..."
"EvaGen","https://www.linkedin.com/pub/evagen-company/92/759/b80/?rel=startups-list.com","Size-specific PCR: novel platform for library prep for Next Generation Sequencing Dropping the price of human genome sequencing to under $1000 will open a new era of personalized medicine. Sequencing requires preparation of uniformly sized DNA libraries and accounts for significant fraction of the final cost. We are working on developing of ..."
"ReusablEd","http://reusabled.com/?rel=startups-list.com","Platform and protocol for enabling easier creation and distribution of learning objects. ReusablEd is an open education platform that will make it easier to create and distribute learning objects. Learning objects are reusable learning units (small chunks of education). In simple terms, you take the traditional 2-hour-long course, and split it up into ..."
"Geocatchup","http://www.geocatchup.com/?rel=startups-list.com","Combination of Eventbrite and Facebook Geocatchup is a social network website co-founded by three Harvard students and one olympic team member(retired).The website allows its users to broadcast their future activities to their friends, co-workers or community via SMS or email. It aims to help people ..."
"Angela & Roi","http://www.angelaroi.com/?rel=startups-list.com","Online Premium Synthetic Leather Handbag  Angela & Roi is an online premium synthetic leather handbag defining social leadership. By innovating traditional channels, utilizing synthetic materials, and engaging with customers directly, we're able to create high quality and luxurious handbags at a consumer-friendly ..."
"Youlo.gy","http://youlo.gy/?rel=startups-list.com","Personalized & profound legacy creation, sharing of life stories, funeral planning Youlogy is a platform for personalized and profound legacy creation that centers around the sharing of life stories. Our debut product, Youlo Pages, is a book—part scrapbook, part workbook, part journal, all parts gift—for capturing and transmitting your life plans ..."
"KidNosh","http://www.kid-nosh.com/?rel=startups-list.com","Review site for kid-friendly restaurants KidNosh is the go-to restaurant review site for parents looking for the best places to eat out with their kids. Created by two Boston moms frustrated with the lack of “kid-friendly restaurant” search results and information available on other restaurant review ..."
"UTours","http://utours.co/?rel=startups-list.com","The Uber of college tours UTours is a service that connects high school students with current college students for a personalized college tour. Our tour guides provide an authentic experience and tell you what the official university tours won't. We give you an inside look at what ..."
"Heart (We Make Heart LLC)","http://wemakeheart.com/?rel=startups-list.com","Brand Strategy & Creative Consulting We’re a creative and strategy consultancy with a singular mission: to make you better, faster, and stronger. We’re the team you call when things are flagging, and you need an injection of creativity and outside thinking. We’re the team that sparks change, ..."
"Grab a Bite","https://bostonstartups.net/?rel=startups-list.com"," "
"watchPresenter","http://watchpresenter.com/?rel=startups-list.com","Control Presentations from your Pebble Watch You will soon be able to control your presentation using your latest tech fashion accessory and an Apple TV or Web Browser. If you don't have a Pebble you won't be left out you can just use the swipe of your finger to get to the slide you need."
"Crowdperks","http://www.crowdperks.com/?rel=startups-list.com","Group commerce for affinity groups  Crowdperks is a tribal commerce platform that enables the private commerce and loyalty exchange between affinities and merchants (offline & online). We believe that by enabling commerce based on shared interests for affinity groups and merchants, we will achieve ..."
"Dynamo Iná","http://dynamo-micropower.com/?rel=startups-list.com","multi-fuel, reliable generator for Africa Dynamo Micropower is commercializing a modular, scalable 1-75kW gas-turbine-driven electric power generator. Our product delivers value with superior reliability and can operate on a broad range of fuels; ultimately our product provides reliable and clean power ..."
"iFlaunt","http://www.iflauntonline.com/?rel=startups-list.com","You have the beauty. We Invite you to Flaunt it! http://www.iflauntonline.com While other modeling networks hardly ever update their services, look like they're 10 years old, and make you pay for meager features...iFlaunt is changing the game with not just a website, but a whole array of features both on and ..."
"Zoltan Mesko Foundation","http://zoltanmeskofoundation.org/?rel=startups-list.com"," Zoltan Mesko Foundation is a 501(c)(3) non-profit organization established by professional NFL football player Zoltan Mesko. The mission of the Zoltan Mesko Foundation is to provide financial support to organizations that foster the social, emotional, economic ..."
"Nsyrt","http://www.nsyrt.com/?rel=startups-list.com"," The nsyrt HTML extension lets websites and advertisers serve and adjust online content based on content visibility, scrolling and user gestures. The nsyrt javascript software is offered at no charge to websites and developers and is licensed for use in ad units ..."
"Moderna Therapeutics","http://www.modernatx.com/?rel=startups-list.com"," "
"Genocea Biosciences","http://www.genocea.com/?rel=startups-list.com"," "
"ZOOS Greek Iced Teas","http://www.drinkzoos.com/?rel=startups-list.com","All Natural, Real Brewed, Caffeine Free, First to Market Greek Iced Tea We are an all natural, real brewed, first to market Greek Iced Tea. The ZOOS Girls partnered up to take a secret family recipe and share it with the world. Our Tea is handpicked from the mountain tops of Greece and brewed in the purest form. ZOOS will provide a ..."
"SeafoodGrabber","http://www.seafoodgrabber.com/?rel=startups-list.com","B2B e-commerce for seafood. SeafoodGrabber is the only B2B networking site that accumulates and organizes prices from wholesale seafood suppliers and displays them to buyers in an easy to compare format. Think of us as LinkedIn for businesses, while also proivding the framework to participate ..."
"Co3 Systems","http://www.co3sys.com/?rel=startups-list.com"," "
"AppOsk","http://www.apposk.com/?rel=startups-list.com","We advertise mobile apps  We advertise mobile apps through malls, universities, airports, theaters, and shopping centers. Customers selected app cards from organized categories on our app boards. We have agreements with Simon Malls and the Westfield Group that will secure mall lease space ..."
"Attunity","http://www.attunity.com/?rel=startups-list.com"," "
"Truly Marketed","http://trulymarketed.com/?rel=startups-list.com","Growth & Agile Marketing for Internet Startups Our team of Internet entrepreneurs works closely with your Internet startup to generate web traffic, optimize conversion rates, and ultimately bring in more business using a highly iterative and data-driven Agile Marketing methodology. The Truly Marketed international ..."
"Triares","http://www.triares.com/?rel=startups-list.com","Data + Content + Design We create brands that people love. Our approach is to provide informative resources that fulfill specific consumer needs - from homeowners looking for home service providers or home remodeling costs, to anyone worried about their online identity, to travelers looking ..."
"Fadmatics (TwiThinks)","http://stock.twithinks.com/demo?rel=startups-list.com","Event detection based on social media We are living in a world overloaded with information, everyday we sift through the noise to get to the news we care and value. If you happen to be in a position requires fast processing of information to make a decision, acquiring the news ahead of everyone else ..."
"Mapdrift","http://mapdrift.com/?rel=startups-list.com","Because the world is dynamic The world isn't static, but the maps we use hardly show the dynamic world we live in. We are building a platform that shows what is happening in real-time and recommends where you should go next."
"snatch.me","https://bostonstartups.net/?rel=startups-list.com","stealth mode for now "
"ModRoomz","http://www.modroomz.com/?rel=startups-list.com","Innovative, interlocking modular furniture for modern living ModRoomz is a modular furniture product that allows you to create almost any type of furniture configuration using our innovative, eco-friendly interlocking modular ModCubes. ModCubes come flat-packed and are incredibly easy to assemble! All ModRoomz furniture ..."
"ASMAKAM","http://www.asmakam.com/?rel=startups-list.com","Professional software developers working with you to bring your concept to market We are a team of professional software developers with experience ranging from algorithm development for desktop platforms to implementation on mobile platforms (iOS, Android and Windows phone.) Given our diverse backgrounds, we also dabble in hardware projects ..."
"Dollarship.co","http://www.dollarship.co/?rel=startups-list.com","Fast-Paced Scholarship Contests for Charity (Omaze.com) Dollarship.com is a fast paced, live contest website giving away scholarships by the hour to those who choose to help out a sponsored charity. By donating as little as $1, customers will simultaneously heighten their chances to bring home a “Dollarship”. We are ..."
"Nubisa","http://www.nubisa.com/?rel=startups-list.com","We are building a native app development platform for JavaScript Nubisa simplifies application development. JavaScript is quickly becoming the most popular programming language. There are tens of millions of programmers who can write in JavaScript. It is easy to learn and faster to develop. This enables businesses to develop ..."
"ROMHERST CAPITAL","http://www.romherstcapital.com/?rel=startups-list.com","Strategic Advisory & Capital Raising Activities Romherst Capital provides strategic advisory and capital raising services to clients in the high tech, healthcare, commercial finance and real estate segments."
"Fora","https://www.linkedin.com/in/AlanRXie?rel=startups-list.com","Patronage-based music streaming Fora is the first mobile application that provides free, instant, and unlimited access to streaming music. It follows a pay-what-you-want patronage model where users can donate now or pledge future support. Donations above the average yield a reward from the artist, ..."
"ClearConnector","http://www.test.clearconnector.com/?rel=startups-list.com","Collaborative Private Insurance Exchange Clear Connector increases health care access and controls cost by offering simplified resources to brokers, employers, and employees alike for managing health benefits. Our portal streamlines the health insurance enrollment process and encourages collaboration ..."
"TrueFan","http://www.truefan.co/?rel=startups-list.com","Kickstarting a New Renaissance by Connecting Musicians and their Fans TrueFan is a technology platform for Musicians that allows them to connect with their fans like never before. Through their music and music-related content, Musicians will find an extra source of income, marketing support, and even tour support. Users, or TrueFans, ..."
"Tangible","http://www.wineassetmanagement.com/?rel=startups-list.com","Make Room for Real Assets Connecting consumers of specialized alternatives to suppliers of specialized alternatives. The last mile of wealth management. Creating transparency for non-transparent assets."
"CommonCloud","http://commoncloud.co/?rel=startups-list.com","Providing on-demand seats for novice teachers in the classrooms of exceptional educators. CommonCloud is an online platform for early career teachers to access goal-based, personalized learning maps based on high-quality, pre-curated content. We partner with a community of exceptional master teachers and instructional coaches to deliver a learning experience ..."
"GreyMatter","http://www.greymatterreview.appspot.com/?rel=startups-list.com","The Yelp for music Grey Matter is a platform that allows users to share their unique perspectives on music. Traditional music media outlets, intentionally or otherwise, bias the subjective experience of music listening and hinder music discovery. We are disrupting the current critic-centric ..."
"Logentries","http://www.logentries.com/?rel=startups-list.com","Log Management & Analytics Built for the Cloud Logentries makes machine-generated log data easily accessible to IT operations, development, and business analysis teams of all sizes. With the broadest platform support and an open API, Logentries brings the value of log-level data to any system, to any team member, ..."
"MediaSilo","http://mediasilo.com/?rel=startups-list.com"," "
"Pionis Energy Technologies","http://www.pionisenergy.com/?rel=startups-list.com","Solar Energy Services Pionis Energy, a world leading renewable energy company provides alternative energy solutions that help the growth of businesses by making them less dependable on oil consumption and cutting down their utility costs by 40% The company is focused on the development ..."
"Bolt.io","http://bolt.io/?rel=startups-list.com"," Bolt is a seed-stage fund that invests capital, personnel, equipment and expertise in hardware startups"
"Tread by Travelclub","http://mytread.com/?rel=startups-list.com","Share & Explore Life's Experiences Tread- The Social Guide for Your Life Out. Where word-of-mouth meets the digital world. Share your favorite experiences & places to go out with friends - the pictures & the details that matter. See where other tastemakers and influencers go. Discover new spots ..."
"Zaius","http://www.zaius.com/?rel=startups-list.com"," "
"THE THIRD PIECE","http://www.the3rdpiece.com/?rel=startups-list.com","KNITWEAR BRAND ENABLING THE MAKER MOVEMENT The Third Piece is a fashion knitwear brand that offers consumers seasonally inspired on-trend accessories through an an interactive and customizable commerce platform. Our products include “Ready to Wear” hand-knit accessories that are made in the USA by a ..."
"Westphalian Energy","http://www.westphalianenergy.com/?rel=startups-list.com","Sales of Solar PV Electricity Generation Westphalian Energy supplies constant, dedicated, always-on electricity to companies seeking beyond-grid energy solutions individually tailored to their needs. We do it using clean, renewable energy technology at minimal cost to the end user."
"homeyou","https://www.homeyou.com/?rel=startups-list.com","design the homeyou love Homeyou was founded with the mission of bringing together homeowners with reliable local contractors. We want to provide clarity and transparency to the home services market and help homeowners to perform due diligence on contractors and ability to price shop and ..."
"Get Help Link","http://gethelplink.com/?rel=startups-list.com","Emergency response communication mesh network FirstNet app ""Get Help Link"": Smartphone/mobile software uses mesh networks to create a first responder communication link to remote sites for medical and public safety emergency response. Uses: Search and Rescue, wilderness travel, trail and backcountry races, natural disaster ..."
"MIT Enterprise Forum of Cambridge","http://www.mitforumcambridge.org/?rel=startups-list.com"," "
"2do.io","http://2do.io/?rel=startups-list.com","Run your business on your phone 2do.io is an executive assistant app for CEOs of startups and small businesses who want to save time and money on the nuts and bolts of running their business. Unlike email, phone and traditional methods of managing a business, 2do knows all about the tax, accounting ..."
"You Technology","http://you.tc/?rel=startups-list.com","Securing Your Personal Data You Technology enables you to secure all the web and mobile data that you generate in a personal data vault. Using our product, you control which companies can access your personal data and for what purpose the data can be used. If you authorize a third party to ..."
"Crowdsurf.io","http://www.crowdsurf.io/?rel=startups-list.com","Audience Analytics Crowdsurf brings Moneyball to the people who pay for live entertainment—the venues and the promoters.  In partnership with our clients, we learn who goes to shows, why they go and who they go with.  Through our unique dashboard, we help our clients better book ..."
"Altimeter Capital","http://www.altimetercapital.com/?rel=startups-list.com"," "
"CON-necta.com","http://www.con-necta.com/?rel=startups-list.com","A platform that helps students and alumni connect directly Networking is hard, but it should be easy! Companies are hiring but most jobs (70%) aren't even posted or advertised! Conventional wisdom says you have to know someone, but it is not easy to make genuine connections. We have experienced this for ourselves, and ..."
"BostInno","http://bostinno.streetwise.co/?rel=startups-list.com"," News and info about Boston tech, startups, Boston lifestyle and Boston sports."
"Seres Health","http://sereshealth.com/?rel=startups-list.com"," "
"Gradison Technologies","http://www.gradisontech.com/?rel=startups-list.com","Mobile App Developer focusing on Android and Voice Applicatoins We help you build your products!"
"Volition Capital","http://www.volitioncapital.com/?rel=startups-list.com"," A leading growth equity firm investing in high potential, founder-owned technology businesses across a range of sectors. We specialize in partnering with founders to help them achieve their fullest aspirations for their business."
"uConnect","http://www.gouconnect.com/?rel=startups-list.com","Career Services Students Love uConnect works with college and university career centers to effectively impact student career preparation and post-graduate outcomes. We are changing the way colleges and universities – from private institutions to public universities – engage students in professional ..."
"Cisco","http://www.cisco.com/?rel=startups-list.com","Cloud Security This product is for a cloud based security. One that is going to change the industry in what we can do to secure the Cloud. Take a look at the description. This opportunity will be worth your time to look into."
"Beco","http://www.beco.io/?rel=startups-list.com","Be Connected. Indoor location through beacon technology. Indoor location for mobile devices. "
"Arcus Solutions","http://arcussolutions.com/?rel=startups-list.com","Software think tank Arcus Solutions is a Boston-based software development and consulting firm that identifies and implements innovative solutions for web, mobile, and other platform-based projects. We function as both a consulting an incubation firm developing applications on behalf ..."
"ReadCube","http://readcube.com/?rel=startups-list.com","Organizing Academic Literature ReadCube develops software to make the world of research more accessible and connected. Its free ReadCube desktop application for PC and Mac helps researchers in any discipline easily organize and manage existing article libraries, and discover new literature through ..."
"ClothesPin","http://upcoming/?rel=startups-list.com","Apparel suggestions through Machine Learning ClothesPin is an apparel ratings, reviews, and suggestions website currently in early development. It allows users to search, rate, and review fashion products. Rather than browsing through irrelevant and biased reviews found on large retail websites (such as Amazon), ..."
"Akselos","http://www.akselos.com/?rel=startups-list.com","Fastest engineering simulations Akselos provides an advanced SaaS-based simulation platform with a revolutionary component-based workflow that engineers love. This platform enables engineers to perform detailed, fully-3D analysis of large-scale complex systems in seconds, which eliminates a major ..."
"Infinis","http://www.infinis.us/?rel=startups-list.com","Building the technology for a better tomorrow. We build new and innovative technology in order to tackle the challenges of the future."
"Datawheel","http://datawheel.us/?rel=startups-list.com","Making your data visually accessible "
"RAMP Holdings","http://www.ramp.com/?rel=startups-list.com"," "
"Good Dog Labs","http://www.gooddoglabs.com/?rel=startups-list.com","Identity And Access Management Microservices IAM Dockables are implemented as autonomous services that; integrate and future proof existing IAM services, pack a powerful punch, are easily orchestrated, and run anywhere. Microservices introduce an agile and lightweight approach to building customer's IAM services. ..."
"Toast","http://www.toasttab.com/?rel=startups-list.com","All-in-one point of sale and restaurant management system What is Toast?  Toast is an all-in-one point of sale and restaurant management system. Built specifically for restaurants on an affordable cloud-based platform, Toast offers advanced functionality including tableside ordering, quick menu modifications, real-time ..."
"Acetylon Pharmaceuticals","http://www.acetylon.com/?rel=startups-list.com"," "
"Seraf","http://www.seraf-investor.com/?rel=startups-list.com","Professional Portfolio Management for Active Angel Investors Active Angel Investors Need Solutions For Organizing, managing and analyzing private company investments Taking a single view of their entire portfolio Tracking company progress and investor obligations Structuring and valuing private company investments for tax ..."
"FairShare.it","https://fairshare.it/?rel=startups-list.com","View & share content to support your favorite cause FairShare.it helps you discover and manage the content you love. Track your social influence, and capture the potential value you and your friends drive together on the internet for your favorite causes."
"NetVirta","http://www.netvirta.com/?rel=startups-list.com","Accurate 3D made simple Netvirta is a B2B 3D solutions company. Businesses can easily capture scale-accurate 3D anatomical models of their customers by using our patented CurveCapture® system. We provide a whole suite of solutions that are designed to fully integrate 3D with your workflow. http://www.netvirta.com Based ..."
"Treppen Technologies","http://www.treppentech.com/?rel=startups-list.com","Intelligent Governance The GRC (governance, risk management, & compliance) industry is somewhat 'broken'. Current systems focus on monitoring data to report on risk and compliance, and also tie corporate policy to Regulations. They do this very well, but that is also all that they do. In ..."
"Software Robotics","http://www.soroco.com/?rel=startups-list.com","Automating the enterprise Software Robotics Corporation (Soroco) is a fully-funded stealth-mode startup company based in Cambridge, MA.  Analogous to how mechanical robots revolutionized manufacturing, Soroco believes that intelligent software robots can now replace and/or augment human ..."
"HealthIT & mHealth","http://healthitmhealth.com/?rel=startups-list.com","Healthcare Informatics Research "
"Marginize","http://www.marginize.com/?rel=startups-list.com"," Marginize augments every page on the web with a space where visitors can engage with each other through comments and check-ins."
"La Ragazza & Associates","http://laragazza.ventures/?rel=startups-list.com","Music Industry Venture Capital Firm As a startup VC firm, La Ragazza & Associates is looking to make investments at the pre-seed or first round seed funding stages. Our typical investment as a firm ranges from $10K to $25K. That being said, we are well connected to the Angel Investor, VC, and Private ..."
"Retroficiency","http://retrociency.com/?rel=startups-list.com","Energy Analytics Software Retroficiency enables utilities and large energy service providers to drive deeper building energy efficiency savings in less time and at lower a cost than traditional approaches. What we do best is use analytics to rapidly develop energy models of any type of ..."
"Billionaire","http://imabillionaire.club/?rel=startups-list.com","Opulent Lifestyle Game Billionaire is an opulent lifestyle game that lets you pretend to be a billionaire and buy anything your heart desires. Play alone or play against others and become the richest person on the planet! Modes: Passive, Agressive, Evil, or Philanthropist.  In Passive ..."
"THE PROCESS","http://www.therecruitingprocess.com/?rel=startups-list.com","Web-based sports media  THE PROCESS will be directly involved in sports media and technology, globally. We are launching a revolutionary recruiting service for high school athletes that will transform the way that players find, evaluate, and receive college scholarships. It will also ..."
"Syrinx Consulting","http://www.syrinx.com/?rel=startups-list.com","Software Consulting Since 2003, Syrinx Consulting Corporation has built several enterprise software products that touch over 20 million client customers on a daily basis. Our track record and long-term client relationships demonstrate Syrinx's ability to deliver complex projects on ..."
"skipodium","http://www.skipodium.com/?rel=startups-list.com","Compare ski instructors  skipodium is the newest online platform where skiers and ski schools meet up. Find the best instructor, ride and keep track of your improvements!"
"ConceptSpring","http://conceptspring.com/?rel=startups-list.com"," "
"American Video Game League","http://avgleague.com/?rel=startups-list.com","College and Amateur eSports League The AVGL is building the “NCAA"" of college esports* paired with a collegiate recruitment platform. Through its online ranking system and relationships with universities and players, the AVGL will become the standard for college esports structure, player data, and ..."
"Atlas5D","http://www.atlas5d.com/?rel=startups-list.com","Ambient activity measurement Atlas5D is a leader in creating solutions to help people with reduced mobility live better and richer lives. This includes older adults and people with motor disorders, such as multiple sclerosis and Parkinson’s, who often do not or cannot use ""wearable"" sensors. ..."
"Cognitive Electronics","http://www.cog-e.com/?rel=startups-list.com","100x faster Big Data Analytics Cognitive accelerates analytic workloads like Map Reduce and Graph Search by 100x or more. The performance stems from Cognitive's unique approach to eliminating, rather than speeding-up or optimizing, disk I/O. Cognitive's ""Smart Memory"" appliance can be easily ..."
"OpenNearMe","http://opennearme.com/?rel=startups-list.com","Hours-based business search OpenNearMe.com provides users with a search engine able to search for the closest open businesses. Upon entering the type of business (or business name) and location, they are presented a Google Map with points locating open businesses. They are also presented ..."
"The Obit Channel","http://www.theobitchannel.com/?rel=startups-list.com","online videos to remember people we love Tell me a story. Storytelling never goes out of style but newspaper obits as we knew them are almost gone and theobitchannel.com will be the digital way to create and share the stories of the people we love. Video tributes will tell the story of your loved one's ..."
"The Candidate","http://iamthecandidate.com/?rel=startups-list.com","American Idol meets Youtube meets Kickstarter meets politics. The Candidate is a multimedia project (online platform and an accompanying TV show) that will create a “digital soapbox” for the 21st century. Our goal is to lower the barriers of entry to politics and revitalize citizen engagement with democratic institutions ..."
"Gadfly Legal Technologies","http://www.gadflylt.com/?rel=startups-list.com","Bringing transactional legal services into the 21st century. Gadfly's first product, LeasePilot™, is a software platform for institutional landlords designed to simplify and expedite the documentation and negotiation of commercial leases. There are a number of tools that exist to facilitate the commercial leasing process, ..."
"Renoviso","https://renoviso.com/?rel=startups-list.com","Ecommerce for home renovation projects At Renoviso.com, consumers can get real-time customized pricing for their home renovation project including premium quality products, professional installation, and a modern stress free experience --- all at a great value."
"Connecter.io","https://bostonstartups.net/?rel=startups-list.com","Collaboration for distributed creative teams. "
"oomf","http://www.theoomf.com/?rel=startups-list.com","Portable on-demand smartphone charging Oomf is a genius-designed powerful, on demand portable charging experience. Our state-of-the-art, custom built omni-chargers fluently connect with our wickedly intuitive app, putting the power in your hands, wherever you are, in an Oomf PowerHouse all around town."
"TreeHouse Entertainment","http://www.seabysound.com/?rel=startups-list.com","Marketing and Production TreeHouse Entertainment is the owner of Sea by Sound Festival. Sea by Sound festival aims to create an exciting new entertainment experience for Boston dwellers, neighbors and tourists by providing an avenue for local and national musicians, artists, DJ's, innovators ..."
"BREWLAND (feature film)","http://www.brewlandfilm.com/?rel=startups-list.com","What is craft beer? (film) BREWLAND™ is a feature-length documentary about the current craft beer movement expanding throughout the United States. Our story is a “coming of age” tale about an industry struggling to define its identity in an ever-changing environment, growing at an unsustainable ..."
